id,zip,lat,lng,population,timezone,city,state,type
11454,34746,28.50974,-81.63116,57181,America/New_York,Kissimmee,FL,city
11455,34747,28.50974,-81.63116,27422,America/New_York,Kissimmee,FL,CDP
11456,34748,28.50974,-81.63116,45960,America/New_York,Kissimmee,FL,city
11457,34753,28.50974,-81.63116,7479,America/New_York,Kissimmee,FL,city
11458,34756,28.50974,-81.63116,4280,America/New_York,Kissimmee,FL,town
11459,34758,28.50974,-81.63116,46521,America/New_York,Kissimmee,FL,CDP
11460,34759,28.50974,-81.63116,41381,America/New_York,Kissimmee,FL,CDP
11461,34760,28.50974,-81.63116,778,America/New_York,Kissimmee,FL,town
11462,34761,28.50974,-81.63116,46313,America/New_York,Kissimmee,FL,city
11463,34762,28.50974,-81.63116,580,America/New_York,Kissimmee,FL,city
11464,34769,28.50974,-81.63116,29247,America/New_York,Kissimmee,FL,city
11465,34771,28.50974,-81.63116,31368,America/New_York,Kissimmee,FL,city
11466,34772,28.50974,-81.63116,33542,America/New_York,Kissimmee,FL,city
11467,34773,28.50974,-81.63116,5495,America/New_York,Kissimmee,,
11468,34785,28.50974,-81.63116,17895,America/New_York,Kissimmee,FL,city
11469,34786,28.50974,-81.63116,43700,America/New_York,Kissimmee,FL,CDP
11470,34787,28.50974,-81.63116,93064,America/New_York,Kissimmee,FL,CDP
11471,34788,28.50974,-81.63116,21867,America/New_York,Kissimmee,FL,city
11472,34797,28.50974,-81.63116,1142,America/New_York,Kissimmee,FL,CDP
11473,34945,27.315712,-80.40578,6214,America/New_York,Port St. Lucie,FL,city
11474,34946,27.315712,-80.40578,6588,America/New_York,Port St. Lucie,FL,CDP
11475,34947,27.315712,-80.40578,13192,America/New_York,Port St. Lucie,FL,city
11476,34949,27.315712,-80.40578,7567,America/New_York,Port St. Lucie,FL,city
11477,34950,27.315712,-80.40578,17674,America/New_York,Port St. Lucie,FL,city
11478,34951,27.315712,-80.40578,16871,America/New_York,Port St. Lucie,FL,CDP
11479,34952,27.315712,-80.40578,41679,America/New_York,Port St. Lucie,FL,city
11480,34953,27.315712,-80.40578,82469,America/New_York,Port St. Lucie,FL,city
11481,34956,27.315712,-80.40578,9639,America/New_York,Port St. Lucie,FL,village
11482,34957,27.315712,-80.40578,23094,America/New_York,Port St. Lucie,FL,CDP
11483,34972,27.315712,-80.40578,19185,America/New_York,Port St. Lucie,FL,CDP
11484,34974,27.315712,-80.40578,23994,America/New_York,Port St. Lucie,FL,CDP
11485,34981,27.315712,-80.40578,6167,America/New_York,Port St. Lucie,FL,city
11486,34982,27.315712,-80.40578,27447,America/New_York,Port St. Lucie,FL,city
11487,34983,27.315712,-80.40578,47983,America/New_York,Port St. Lucie,FL,city
11488,34984,27.315712,-80.40578,19207,America/New_York,Port St. Lucie,FL,city
11489,34986,27.315712,-80.40578,29713,America/New_York,Port St. Lucie,FL,city
11490,34987,27.315712,-80.40578,17911,America/New_York,Port St. Lucie,FL,city
11491,34990,27.315712,-80.40578,29874,America/New_York,Port St. Lucie,FL,CDP
11492,34994,27.315712,-80.40578,18318,America/New_York,Port St. Lucie,FL,city
11493,34996,27.315712,-80.40578,10875,America/New_York,Port St. Lucie,FL,city
11494,34997,27.315712,-80.40578,45947,America/New_York,Port St. Lucie,FL,CDP
11495,35004,33.554543,-86.70235,11558,America/Chicago,Adamsville,AL,city
11496,35005,33.554543,-86.70235,8143,America/Chicago,Adamsville,AL,city
11497,35006,33.554543,-86.70235,3599,America/Chicago,Adamsville,AL,town
11498,35007,33.554543,-86.70235,27935,America/Chicago,Adamsville,AL,city
11499,35010,33.554543,-86.70235,19619,America/Chicago,Adamsville,AL,city
11500,35013,33.554543,-86.70235,122,America/Chicago,Adamsville,AL,town
11501,35014,33.554543,-86.70235,3353,America/Chicago,Adamsville,AL,city
11502,35016,33.554543,-86.70235,17435,America/Chicago,Adamsville,AL,city
11503,35019,33.554543,-86.70235,2497,America/Chicago,Adamsville,AL,town
11504,35020,33.554543,-86.70235,25308,America/Chicago,Adamsville,AL,city
11505,35022,33.554543,-86.70235,23989,America/Chicago,Adamsville,AL,city
11506,35023,33.554543,-86.70235,25221,America/Chicago,Adamsville,AL,city
11507,35031,33.554543,-86.70235,7937,America/Chicago,Adamsville,AL,town
11508,35032,33.554543,-86.70235,78,America/Chicago,Adamsville,AL,town
11509,35033,33.554543,-86.70235,3237,America/Chicago,Adamsville,,
11510,35034,33.554543,-86.70235,5132,America/Chicago,Adamsville,AL,city
11511,35035,33.554543,-86.70235,933,America/Chicago,Adamsville,AL,town
11512,35036,33.554543,-86.70235,175,America/Chicago,Adamsville,AL,town
11513,35040,33.554543,-86.70235,18819,America/Chicago,Adamsville,AL,city
11514,35042,33.554543,-86.70235,5681,America/Chicago,Adamsville,AL,city
11515,35043,33.554543,-86.70235,15068,America/Chicago,Adamsville,AL,city
11516,35044,33.554543,-86.70235,8225,America/Chicago,Adamsville,AL,city
11517,35045,33.554543,-86.70235,15078,America/Chicago,Adamsville,AL,city
11518,35046,33.554543,-86.70235,5229,America/Chicago,Adamsville,AL,city
11519,35049,33.554543,-86.70235,4334,America/Chicago,Adamsville,AL,town
11520,35051,33.554543,-86.70235,10101,America/Chicago,Adamsville,AL,city
11521,35052,33.554543,-86.70235,214,America/Chicago,Adamsville,,
11522,35053,33.554543,-86.70235,2890,America/Chicago,Adamsville,,
11523,35054,33.554543,-86.70235,4954,America/Chicago,Adamsville,AL,city
11524,35055,33.554543,-86.70235,23231,America/Chicago,Adamsville,AL,city
11525,35057,33.554543,-86.70235,15514,America/Chicago,Adamsville,AL,city
11526,35058,33.554543,-86.70235,11003,America/Chicago,Adamsville,AL,city
11527,35060,33.554543,-86.70235,159,America/Chicago,Adamsville,AL,city
11528,35061,33.554543,-86.70235,1633,America/Chicago,Adamsville,AL,city
11529,35062,33.554543,-86.70235,8674,America/Chicago,Adamsville,AL,city
11530,35063,33.554543,-86.70235,3751,America/Chicago,Adamsville,AL,town
11531,35064,33.554543,-86.70235,9929,America/Chicago,Adamsville,AL,city
11532,35068,33.554543,-86.70235,8437,America/Chicago,Adamsville,AL,city
11533,35070,33.554543,-86.70235,127,America/Chicago,Adamsville,AL,town
11534,35071,33.554543,-86.70235,17627,America/Chicago,Adamsville,AL,city
11535,35072,33.554543,-86.70235,4725,America/Chicago,Adamsville,AL,CDP
11536,35073,33.554543,-86.70235,2839,America/Chicago,Adamsville,AL,city
11537,35074,33.554543,-86.70235,140,America/Chicago,Adamsville,,
11538,35077,33.554543,-86.70235,13290,America/Chicago,Adamsville,AL,city
11539,35078,33.554543,-86.70235,2058,America/Chicago,Adamsville,AL,town
11540,35079,33.554543,-86.70235,9388,America/Chicago,Adamsville,AL,town
11541,35080,33.554543,-86.70235,19808,America/Chicago,Adamsville,AL,city
11542,35082,33.554543,-86.70235,0,America/Chicago,Adamsville,,
11543,35083,33.554543,-86.70235,4276,America/Chicago,Adamsville,AL,town
11544,35085,33.554543,-86.70235,8786,America/Chicago,Adamsville,AL,city
11545,35087,33.554543,-86.70235,2338,America/Chicago,Adamsville,AL,CDP
11546,35089,33.554543,-86.70235,1901,America/Chicago,Adamsville,AL,CDP
11547,35091,33.554543,-86.70235,3632,America/Chicago,Adamsville,AL,city
11548,35094,33.554543,-86.70235,15333,America/Chicago,Adamsville,AL,city
11549,35096,33.554543,-86.70235,9201,America/Chicago,Adamsville,AL,city
11550,35097,33.554543,-86.70235,1857,America/Chicago,Adamsville,AL,town
11551,35098,33.554543,-86.70235,1118,America/Chicago,Adamsville,,
11552,35111,33.50256,-86.622665,20661,America/Chicago,Pell City,AL,CDP
11553,35112,33.50256,-86.622665,71,America/Chicago,Pell City,AL,town
11554,35114,33.50256,-86.622665,7777,America/Chicago,Pell City,AL,city
11555,35115,33.50256,-86.622665,16911,America/Chicago,Pell City,AL,CDP
11556,35116,33.50256,-86.622665,4912,America/Chicago,Pell City,AL,town
11557,35117,33.50256,-86.622665,5091,America/Chicago,Pell City,AL,CDP
11558,35118,33.50256,-86.622665,3131,America/Chicago,Pell City,AL,town
11559,35119,33.50256,-86.622665,0,America/Chicago,Pell City,AL,city
11560,35120,33.50256,-86.622665,17735,America/Chicago,Pell City,AL,city
11561,35121,33.50256,-86.622665,16207,America/Chicago,Pell City,AL,city
11562,35124,33.50256,-86.622665,24871,America/Chicago,Pell City,AL,city
11563,35125,33.50256,-86.622665,10969,America/Chicago,Pell City,AL,city
11564,35126,33.50256,-86.622665,22354,America/Chicago,Pell City,AL,city
11565,35127,33.50256,-86.622665,9502,America/Chicago,Pell City,AL,city
11566,35128,33.50256,-86.622665,10228,America/Chicago,Pell City,AL,city
11567,35130,33.50256,-86.622665,3239,America/Chicago,Pell City,AL,city
11568,35131,33.50256,-86.622665,3161,America/Chicago,Pell City,AL,town
11569,35133,33.50256,-86.622665,2793,America/Chicago,Pell City,AL,CDP
11570,35135,33.50256,-86.622665,1887,America/Chicago,Pell City,AL,city
11571,35136,33.50256,-86.622665,1999,America/Chicago,Pell City,AL,CDP
11572,35143,33.50256,-86.622665,2966,America/Chicago,Pell City,AL,CDP
11573,35146,33.50256,-86.622665,13283,America/Chicago,Pell City,AL,city
11574,35147,33.50256,-86.622665,6971,America/Chicago,Pell City,AL,CDP
11575,35148,33.50256,-86.622665,2270,America/Chicago,Pell City,AL,city
11576,35149,33.50256,-86.622665,0,America/Chicago,Pell City,AL,city
11577,35150,33.50256,-86.622665,17118,America/Chicago,Pell City,AL,city
11578,35151,33.50256,-86.622665,7615,America/Chicago,Pell City,AL,CDP
11579,35160,33.50256,-86.622665,26177,America/Chicago,Pell City,AL,city
11580,35171,33.50256,-86.622665,3613,America/Chicago,Pell City,AL,town
11581,35172,33.50256,-86.622665,2824,America/Chicago,Pell City,AL,town
11582,35173,33.50256,-86.622665,32125,America/Chicago,Pell City,AL,city
11583,35175,33.50256,-86.622665,4871,America/Chicago,Pell City,AL,town
11584,35176,33.50256,-86.622665,618,America/Chicago,Pell City,AL,CDP
11585,35178,33.50256,-86.622665,2867,America/Chicago,Pell City,AL,town
11586,35179,33.50256,-86.622665,8957,America/Chicago,Pell City,AL,town
11587,35180,33.50256,-86.622665,14097,America/Chicago,Pell City,AL,city
11588,35181,33.50256,-86.622665,69,America/Chicago,Pell City,,
11589,35183,33.50256,-86.622665,984,America/Chicago,Pell City,AL,CDP
11590,35184,33.50256,-86.622665,6188,America/Chicago,Pell City,AL,town
11591,35185,33.50256,-86.622665,0,America/Chicago,Pell City,AL,town
11592,35186,33.50256,-86.622665,5121,America/Chicago,Pell City,AL,town
11593,35188,33.50256,-86.622665,2659,America/Chicago,Pell City,AL,town
11594,35203,33.5051,-86.80048,3301,America/Chicago,Birmingham,AL,city
11595,35204,33.5051,-86.80048,9154,America/Chicago,Birmingham,AL,city
11596,35205,33.5051,-86.80048,18955,America/Chicago,Birmingham,AL,city
11597,35206,33.5051,-86.80048,15031,America/Chicago,Birmingham,AL,city
11598,35207,33.5051,-86.80048,6824,America/Chicago,Birmingham,AL,city
11599,35208,33.5051,-86.80048,13660,America/Chicago,Birmingham,AL,city
11600,35209,33.5051,-86.80048,33476,America/Chicago,Birmingham,AL,city
11601,35210,33.5051,-86.80048,13878,America/Chicago,Birmingham,AL,city
11602,35211,33.5051,-86.80048,25267,America/Chicago,Birmingham,AL,city
11603,35212,33.5051,-86.80048,10059,America/Chicago,Birmingham,AL,city
11604,35213,33.5051,-86.80048,15950,America/Chicago,Birmingham,AL,city
11605,35214,33.5051,-86.80048,16495,America/Chicago,Birmingham,AL,city
11606,35215,33.5051,-86.80048,46372,America/Chicago,Birmingham,AL,city
11607,35216,33.5051,-86.80048,36587,America/Chicago,Birmingham,AL,city
11608,35217,33.5051,-86.80048,12468,America/Chicago,Birmingham,AL,city
11609,35218,33.5051,-86.80048,6628,America/Chicago,Birmingham,AL,city
11610,35221,33.5051,-86.80048,3127,America/Chicago,Birmingham,AL,city
11611,35222,33.5051,-86.80048,8184,America/Chicago,Birmingham,AL,city
11612,35223,33.5051,-86.80048,10665,America/Chicago,Birmingham,AL,city
11613,35224,33.5051,-86.80048,5409,America/Chicago,Birmingham,AL,city
11614,35226,33.5051,-86.80048,37693,America/Chicago,Birmingham,AL,city
11615,35228,33.5051,-86.80048,10575,America/Chicago,Birmingham,AL,city
11616,35229,33.5051,-86.80048,2603,America/Chicago,Birmingham,AL,city
11617,35233,33.5051,-86.80048,3236,America/Chicago,Birmingham,AL,city
11618,35234,33.5051,-86.80048,3828,America/Chicago,Birmingham,AL,city
11619,35235,33.5051,-86.80048,19600,America/Chicago,Birmingham,AL,city
11620,35242,33.5051,-86.80048,56956,America/Chicago,Birmingham,AL,city
11621,35243,33.5051,-86.80048,17776,America/Chicago,Birmingham,AL,city
11622,35244,33.5051,-86.80048,36775,America/Chicago,Birmingham,AL,city
11623,35249,33.5051,-86.80048,28,America/Chicago,Birmingham,AL,city
11624,35254,33.5051,-86.80048,1756,America/Chicago,Birmingham,AL,city
11625,35401,33.103065,-87.78225,40507,America/Chicago,Tuscaloosa,AL,city
11626,35404,33.103065,-87.78225,23553,America/Chicago,Tuscaloosa,AL,city
11627,35405,33.103065,-87.78225,48564,America/Chicago,Tuscaloosa,AL,city
11628,35406,33.103065,-87.78225,18533,America/Chicago,Tuscaloosa,AL,city
11629,35441,33.103065,-87.78225,881,America/Chicago,Tuscaloosa,AL,town
11630,35442,33.103065,-87.78225,5539,America/Chicago,Tuscaloosa,AL,city
11631,35443,33.103065,-87.78225,1659,America/Chicago,Tuscaloosa,AL,town
11632,35444,33.103065,-87.78225,4047,America/Chicago,Tuscaloosa,AL,town
11633,35446,33.103065,-87.78225,1772,America/Chicago,Tuscaloosa,,
11634,35447,33.103065,-87.78225,3194,America/Chicago,Tuscaloosa,AL,town
11635,35452,33.103065,-87.78225,4307,America/Chicago,Tuscaloosa,AL,city
11636,35453,33.103065,-87.78225,12522,America/Chicago,Tuscaloosa,AL,town
11637,35456,33.103065,-87.78225,4015,America/Chicago,Tuscaloosa,AL,city
11638,35457,33.103065,-87.78225,54,America/Chicago,Tuscaloosa,,
11639,35458,33.103065,-87.78225,1059,America/Chicago,Tuscaloosa,,
11640,35459,33.103065,-87.78225,701,America/Chicago,Tuscaloosa,AL,town
11641,35460,33.103065,-87.78225,465,America/Chicago,Tuscaloosa,AL,town
11642,35461,33.103065,-87.78225,1947,America/Chicago,Tuscaloosa,AL,CDP
11643,35462,33.103065,-87.78225,4107,America/Chicago,Tuscaloosa,AL,town
11644,35463,33.103065,-87.78225,1885,America/Chicago,Tuscaloosa,,
11645,35464,33.103065,-87.78225,448,America/Chicago,Tuscaloosa,AL,town
11646,35466,33.103065,-87.78225,5245,America/Chicago,Tuscaloosa,AL,town
11647,35469,33.103065,-87.78225,365,America/Chicago,Tuscaloosa,,
11648,35470,33.103065,-87.78225,4909,America/Chicago,Tuscaloosa,AL,city
11649,35473,33.103065,-87.78225,19094,America/Chicago,Tuscaloosa,AL,city
11650,35474,33.103065,-87.78225,8648,America/Chicago,Tuscaloosa,AL,town
11651,35475,33.103065,-87.78225,19991,America/Chicago,Tuscaloosa,AL,city
11652,35476,33.103065,-87.78225,8568,America/Chicago,Tuscaloosa,AL,city
11653,35477,33.103065,-87.78225,102,America/Chicago,Tuscaloosa,AL,CDP
11654,35480,33.103065,-87.78225,1792,America/Chicago,Tuscaloosa,,
11655,35481,33.103065,-87.78225,2909,America/Chicago,Tuscaloosa,AL,town
11656,35487,33.103065,-87.78225,1905,America/Chicago,Tuscaloosa,AL,city
11657,35490,33.103065,-87.78225,4891,America/Chicago,Tuscaloosa,AL,town
11658,35491,33.103065,-87.78225,0,America/Chicago,Tuscaloosa,,
11659,35501,33.977432,-87.67431,10032,America/Chicago,Jasper,AL,city
11660,35503,33.977432,-87.67431,9601,America/Chicago,Jasper,AL,city
11661,35504,33.977432,-87.67431,13505,America/Chicago,Jasper,AL,city
11662,35540,33.977432,-87.67431,2092,America/Chicago,Jasper,AL,town
11663,35541,33.977432,-87.67431,4125,America/Chicago,Jasper,AL,town
11664,35542,33.977432,-87.67431,1027,America/Chicago,Jasper,,
11665,35543,33.977432,-87.67431,1086,America/Chicago,Jasper,AL,town
11666,35544,33.977432,-87.67431,965,America/Chicago,Jasper,AL,town
11667,35545,33.977432,-87.67431,122,America/Chicago,Jasper,AL,town
11668,35546,33.977432,-87.67431,4157,America/Chicago,Jasper,AL,town
11669,35548,33.977432,-87.67431,1760,America/Chicago,Jasper,AL,town
11670,35549,33.977432,-87.67431,3018,America/Chicago,Jasper,AL,city
11671,35550,33.977432,-87.67431,5053,America/Chicago,Jasper,AL,city
11672,35552,33.977432,-87.67431,1014,America/Chicago,Jasper,AL,town
11673,35553,33.977432,-87.67431,5073,America/Chicago,Jasper,AL,town
11674,35554,33.977432,-87.67431,1193,America/Chicago,Jasper,AL,town
11675,35555,33.977432,-87.67431,9689,America/Chicago,Jasper,AL,city
11676,35559,33.977432,-87.67431,98,America/Chicago,Jasper,AL,town
11677,35563,33.977432,-87.67431,3701,America/Chicago,Jasper,AL,city
11678,35564,33.977432,-87.67431,2300,America/Chicago,Jasper,AL,town
11679,35565,33.977432,-87.67431,10815,America/Chicago,Jasper,AL,city
11680,35570,33.977432,-87.67431,10621,America/Chicago,Jasper,AL,city
11681,35571,33.977432,-87.67431,741,America/Chicago,Jasper,AL,town
11682,35572,33.977432,-87.67431,1135,America/Chicago,Jasper,,
11683,35573,33.977432,-87.67431,14,America/Chicago,Jasper,AL,town
11684,35574,33.977432,-87.67431,1046,America/Chicago,Jasper,AL,town
11685,35575,33.977432,-87.67431,1046,America/Chicago,Jasper,AL,town
11686,35576,33.977432,-87.67431,3875,America/Chicago,Jasper,AL,town
11687,35577,33.977432,-87.67431,4,America/Chicago,Jasper,AL,town
11688,35578,33.977432,-87.67431,5791,America/Chicago,Jasper,AL,town
11689,35579,33.977432,-87.67431,3321,America/Chicago,Jasper,AL,town
11690,35580,33.977432,-87.67431,3526,America/Chicago,Jasper,AL,town
11691,35581,33.977432,-87.67431,6271,America/Chicago,Jasper,AL,town
11692,35582,33.977432,-87.67431,4507,America/Chicago,Jasper,AL,city
11693,35584,33.977432,-87.67431,281,America/Chicago,Jasper,AL,town
11694,35585,33.977432,-87.67431,2046,America/Chicago,Jasper,AL,CDP
11695,35586,33.977432,-87.67431,3442,America/Chicago,Jasper,AL,city
11696,35587,33.977432,-87.67431,694,America/Chicago,Jasper,,
11697,35592,33.977432,-87.67431,4573,America/Chicago,Jasper,AL,city
11698,35593,33.977432,-87.67431,1522,America/Chicago,Jasper,AL,town
11699,35594,33.977432,-87.67431,7441,America/Chicago,Jasper,AL,city
11700,35601,34.707474,-87.32012,36008,America/Chicago,Decatur,AL,city
11701,35603,34.707474,-87.32012,31875,America/Chicago,Decatur,AL,city
11702,35610,34.707474,-87.32012,1635,America/Chicago,Decatur,AL,town
11703,35611,34.707474,-87.32012,29077,America/Chicago,Decatur,AL,city
11704,35613,34.707474,-87.32012,24175,America/Chicago,Decatur,AL,city
11705,35614,34.707474,-87.32012,7157,America/Chicago,Decatur,AL,city
11706,35615,34.707474,-87.32012,0,America/Chicago,Decatur,,
11707,35616,34.707474,-87.32012,3681,America/Chicago,Decatur,AL,town
11708,35618,34.707474,-87.32012,1752,America/Chicago,Decatur,AL,town
11709,35619,34.707474,-87.32012,5098,America/Chicago,Decatur,,
11710,35620,34.707474,-87.32012,10990,America/Chicago,Decatur,AL,town
11711,35621,34.707474,-87.32012,3292,America/Chicago,Decatur,AL,town
11712,35622,34.707474,-87.32012,6532,America/Chicago,Decatur,AL,town
11713,35630,34.707474,-87.32012,33697,America/Chicago,Decatur,AL,city
11714,35632,34.707474,-87.32012,944,America/Chicago,Decatur,AL,city
11715,35633,34.707474,-87.32012,20733,America/Chicago,Decatur,AL,CDP
11716,35634,34.707474,-87.32012,10009,America/Chicago,Decatur,AL,town
11717,35640,34.707474,-87.32012,26976,America/Chicago,Decatur,AL,city
11718,35643,34.707474,-87.32012,3088,America/Chicago,Decatur,AL,town
11719,35645,34.707474,-87.32012,13756,America/Chicago,Decatur,AL,town
11720,35646,34.707474,-87.32012,4005,America/Chicago,Decatur,AL,town
11721,35647,34.707474,-87.32012,1031,America/Chicago,Decatur,AL,town
11722,35648,34.707474,-87.32012,3622,America/Chicago,Decatur,AL,town
11723,35649,34.707474,-87.32012,70,America/Chicago,Decatur,AL,town
11724,35650,34.707474,-87.32012,13485,America/Chicago,Decatur,AL,city
11725,35651,34.707474,-87.32012,1386,America/Chicago,Decatur,,
11726,35652,34.707474,-87.32012,9251,America/Chicago,Decatur,AL,town
11727,35653,34.707474,-87.32012,11005,America/Chicago,Decatur,AL,city
11728,35654,34.707474,-87.32012,8396,America/Chicago,Decatur,AL,city
11729,35660,34.707474,-87.32012,9385,America/Chicago,Decatur,AL,city
11730,35661,34.707474,-87.32012,18957,America/Chicago,Decatur,AL,city
11731,35670,34.707474,-87.32012,7116,America/Chicago,Decatur,AL,town
11732,35671,34.707474,-87.32012,1907,America/Chicago,Decatur,AL,city
11733,35672,34.707474,-87.32012,5738,America/Chicago,Decatur,AL,town
11734,35673,34.707474,-87.32012,7679,America/Chicago,Decatur,AL,town
11735,35674,34.707474,-87.32012,20475,America/Chicago,Decatur,AL,city
11736,35677,34.707474,-87.32012,1874,America/Chicago,Decatur,AL,town
11737,35739,34.73369,-86.33583,5056,America/Chicago,Huntsville,AL,town
11738,35740,34.73369,-86.33583,3285,America/Chicago,Huntsville,AL,city
11739,35741,34.73369,-86.33583,4292,America/Chicago,Huntsville,AL,city
11740,35744,34.73369,-86.33583,2315,America/Chicago,Huntsville,AL,town
11741,35745,34.73369,-86.33583,134,America/Chicago,Huntsville,,
11742,35746,34.73369,-86.33583,817,America/Chicago,Huntsville,AL,city
11743,35747,34.73369,-86.33583,6546,America/Chicago,Huntsville,AL,town
11744,35748,34.73369,-86.33583,7311,America/Chicago,Huntsville,AL,city
11745,35749,34.73369,-86.33583,29297,America/Chicago,Huntsville,AL,CDP
11746,35750,34.73369,-86.33583,13563,America/Chicago,Huntsville,AL,CDP
11747,35751,34.73369,-86.33583,134,America/Chicago,Huntsville,,
11748,35752,34.73369,-86.33583,2173,America/Chicago,Huntsville,AL,town
11749,35754,34.73369,-86.33583,5602,America/Chicago,Huntsville,AL,city
11750,35755,34.73369,-86.33583,431,America/Chicago,Huntsville,AL,town
11751,35756,34.73369,-86.33583,23552,America/Chicago,Huntsville,AL,city
11752,35757,34.73369,-86.33583,18250,America/Chicago,Huntsville,AL,city
11753,35758,34.73369,-86.33583,48929,America/Chicago,Huntsville,AL,city
11754,35759,34.73369,-86.33583,12435,America/Chicago,Huntsville,AL,CDP
11755,35760,34.73369,-86.33583,4908,America/Chicago,Huntsville,AL,city
11756,35761,34.73369,-86.33583,14124,America/Chicago,Huntsville,AL,CDP
11757,35763,34.73369,-86.33583,19505,America/Chicago,Huntsville,AL,city
11758,35764,34.73369,-86.33583,529,America/Chicago,Huntsville,AL,town
11759,35765,34.73369,-86.33583,4297,America/Chicago,Huntsville,AL,town
11760,35766,34.73369,-86.33583,217,America/Chicago,Huntsville,,
11761,35768,34.73369,-86.33583,12394,America/Chicago,Huntsville,AL,city
11762,35769,34.73369,-86.33583,9571,America/Chicago,Huntsville,AL,city
11763,35771,34.73369,-86.33583,3113,America/Chicago,Huntsville,AL,town
11764,35772,34.73369,-86.33583,4847,America/Chicago,Huntsville,AL,city
11765,35773,34.73369,-86.33583,13977,America/Chicago,Huntsville,AL,city
11766,35774,34.73369,-86.33583,153,America/Chicago,Huntsville,,
11767,35775,34.73369,-86.33583,395,America/Chicago,Huntsville,,
11768,35776,34.73369,-86.33583,3332,America/Chicago,Huntsville,AL,town
11769,35801,34.709896,-86.61305,23901,America/Chicago,Huntsville,AL,city
11770,35802,34.709896,-86.61305,23304,America/Chicago,Huntsville,AL,city
11771,35803,34.709896,-86.61305,29283,America/Chicago,Huntsville,AL,city
11772,35805,34.709896,-86.61305,21006,America/Chicago,Huntsville,AL,city
11773,35806,34.709896,-86.61305,28443,America/Chicago,Huntsville,AL,city
11774,35808,34.709896,-86.61305,1116,America/Chicago,Huntsville,AL,CDP
11775,35810,34.709896,-86.61305,32705,America/Chicago,Huntsville,AL,city
11776,35811,34.709896,-86.61305,29748,America/Chicago,Huntsville,AL,city
11777,35816,34.709896,-86.61305,15172,America/Chicago,Huntsville,AL,city
11778,35824,34.709896,-86.61305,9690,America/Chicago,Huntsville,AL,city
11779,35896,34.709896,-86.61305,532,America/Chicago,Huntsville,AL,city
11780,35901,34.239582,-85.95782,19186,America/Chicago,Gadsden,AL,city
11781,35903,34.239582,-85.95782,17180,America/Chicago,Gadsden,AL,CDP
11782,35904,34.239582,-85.95782,13571,America/Chicago,Gadsden,AL,city
11783,35905,34.239582,-85.95782,6308,America/Chicago,Gadsden,AL,city
11784,35906,34.239582,-85.95782,10443,America/Chicago,Gadsden,AL,city
11785,35907,34.239582,-85.95782,9299,America/Chicago,Gadsden,AL,city
11786,35950,34.239582,-85.95782,21173,America/Chicago,Gadsden,AL,city
11787,35951,34.239582,-85.95782,14112,America/Chicago,Gadsden,AL,city
11788,35952,34.239582,-85.95782,8901,America/Chicago,Gadsden,AL,CDP
11789,35953,34.239582,-85.95782,7020,America/Chicago,Gadsden,AL,city
11790,35954,34.239582,-85.95782,12170,America/Chicago,Gadsden,AL,city
11791,35956,34.239582,-85.95782,8381,America/Chicago,Gadsden,AL,CDP
11792,35957,34.239582,-85.95782,16672,America/Chicago,Gadsden,AL,city
11793,35958,34.239582,-85.95782,3228,America/Chicago,Gadsden,,
11794,35959,34.239582,-85.95782,4431,America/Chicago,Gadsden,AL,town
11795,35960,34.239582,-85.95782,9044,America/Chicago,Gadsden,AL,city
11796,35961,34.239582,-85.95782,5997,America/Chicago,Gadsden,AL,town
11797,35962,34.239582,-85.95782,8211,America/Chicago,Gadsden,AL,town
11798,35963,34.239582,-85.95782,1562,America/Chicago,Gadsden,AL,town
11799,35966,34.239582,-85.95782,3975,America/Chicago,Gadsden,,
11800,35967,34.239582,-85.95782,17342,America/Chicago,Gadsden,AL,city
11801,35968,34.239582,-85.95782,4540,America/Chicago,Gadsden,AL,city
11802,35971,34.239582,-85.95782,4903,America/Chicago,Gadsden,AL,town
11803,35972,34.239582,-85.95782,1300,America/Chicago,Gadsden,AL,CDP
11804,35973,34.239582,-85.95782,3313,America/Chicago,Gadsden,AL,CDP
11805,35974,34.239582,-85.95782,1998,America/Chicago,Gadsden,AL,town
11806,35975,34.239582,-85.95782,1340,America/Chicago,Gadsden,,
11807,35976,34.239582,-85.95782,16604,America/Chicago,Gadsden,AL,city
11808,35978,34.239582,-85.95782,5964,America/Chicago,Gadsden,AL,city
11809,35979,34.239582,-85.95782,885,America/Chicago,Gadsden,,
11810,35980,34.239582,-85.95782,6663,America/Chicago,Gadsden,AL,town
11811,35981,34.239582,-85.95782,1882,America/Chicago,Gadsden,AL,town
11812,35983,34.239582,-85.95782,3782,America/Chicago,Gadsden,AL,town
11813,35984,34.239582,-85.95782,1346,America/Chicago,Gadsden,AL,town
11814,35986,34.239582,-85.95782,8221,America/Chicago,Gadsden,AL,city
11815,35987,34.239582,-85.95782,2672,America/Chicago,Gadsden,AL,town
11816,35988,34.239582,-85.95782,2376,America/Chicago,Gadsden,AL,town
11817,35989,34.239582,-85.95782,3793,America/Chicago,Gadsden,AL,town
11818,35990,34.239582,-85.95782,0,America/Chicago,Gadsden,AL,town
11819,36003,32.152016,-86.13554,2555,America/Chicago,Pike Road,AL,town
11820,36005,32.152016,-86.13554,1486,America/Chicago,Pike Road,AL,town
11821,36006,32.152016,-86.13554,2028,America/Chicago,Pike Road,AL,town
